reviews.rating,reviews.text,reviews.title
5,I wanted a low cost internet device to feed internet radio choices into my stereo. This fit the bill well. I use the headphone jack to connect with my stereo and get great sound. I don't use most of the other apps that come on the device.,"Low cost, effective, internet device"
5,"The Kindle Fire is a wonderful, small device to use for a multitude of tasks. We use it mostly as an ereader and has been so simple to use. So happy we chose this one. It is lightweight and convenient to take with you.",Great device
5,"I bought this as a temporary replacement for my wife's 11"" Kindle Fire HD that was out for service. She liked this 8"" model so much that she continued using it after the 11"" one returned.",Great ereader and tablet
5,So easy to download and then read. Enjoy reading that I can take anywhere without the heaviness of a book,Great for reading
5,"I bought this after subscribing to an Amazon Prime membership. This is a great little tablet at such a low price.. too good of a deal to pass up when it was on sale. It has the ability to talk to Alexa, surf the web, listen to music and read books/magazines (lots of free music and books for Prime members).",Too good to pass up!
5,"This is my second Fire, I'm upgrading from the 2nd generation 7"" model. Love the screen resolution. Movies and videos are sharp and no pixelating. The camera is a bonus my first version did not have. All together this was a great buy for under $100 on sale. Thank you Best Buy.",Quality upgrade for Fire users
5,"This tablet has it all. Amazon offers tons of free apps, hundreds of thousands of free e-books and tons of free games. The tablet is intuitive and intelligent. I seamlessly enjoy streaming my favorite shows and reading articles, books and periodicals. What I love most is that the tablet doesn't place all apps on the device, but uses the users miro SD card instead for up to 200GB of additional storage for a dizzying amount of storage for more games, apps, books and movies that can be downloaded and enjoyed. It also allows the owner to share the device with family members, delegating each member an account personalized and tailored to that individual. There is even an option to create children's accounts--extra bonus. I am able to mirror the content from the tablet onto my Samsung Smart television. I will definitely consider Amazon first and foremost when making any future tablet purchases. It maintains a charge for a good deal of time, alleviating the need to be near an outlet to enjoy using it. I can charge it in the evening and use it for several hours the next day, sometimes two days. No one will ever create a tablet that is more considerate of the owner/end-user.",Best Decision I Ever Made
5,I love to read and this tablet makes it so easy to carry an entire library with me everywhere. I have also become addicted to the free underground games.,Great product
5,"Bought this 8"" model to use in addition to my current 3 year old Kindle Fire HD (7 inch model). So far I am very pleased with the quality of this unit. The slightly larger screen makes watching movies much better. I didn't want the larger 10"" screen (yet).",Great tablet
5,"I purchased this on Black Friday because I could pass on the price. The tablet works great for basic internet needs and great for shopping on Amazon. If I were to purchase another Android Tablet, I will look for something with a little more power since this tablet slows when multi-tasking.",Great black friday price for this tablet
5,"I bought this for my son (he's 1.5 years old) so he could play basic toddler games, but I found the tablet to be extremely useful for school with it's large screen and super long battery life. I'm waiting for the Surface Pro 5 but this tablet that I got for so cheap is making me second guess paying so much! For basic lecture taking notes and watching Netflix or Hulu and kid games, this can't be beat.",Outstanding value!
5,The best tablet for the price i use it everyday to watch youtube videos,Great tablet for a beginner
5,Great purchase for my granddaughter for Christmas.,Great Purchase
5,This tablet is perfect for just about anything you could want to do on a tablet.,Fun tablet for anyone
5,"Great item at great price, MY WIFE LOVES IT AND WONT PUT IT DOWN!",Love it!
5,great black friday deal for a mediocre tablet. android os though!,hey its a tablet
5,"Wanted a tablet at a cheap price and this item fit the bill. Bought on Black Friday which made the price even better. The screen looks good and the performance for the apps I have used so far have met expectations. I mainly used for surfing the web, youtube, and netflix. This device handles each with ease. Overall, I am satisfied with this device.",Black Friday Deal
5,"Works well; no issues with reboots or system hangs.. Good size - not too big and not too small. Screen is good for reading. Battery life is good, I've bought a few books from Amazon but mostly side-loaded books from the library onto a 32 GB micro sd card.",Nice tablet
5,"I got this for my son and he loves it! He can play games, watch movies, you tube videos, and use the internet for help with homework. He also loves all the books, and aps. Was a great black Friday deal should have gotten one for myself.",Great tablet for my 8 year old
5,I purchased this product for my youngest son! He loved the color and the size. The storage is great for the number of activities that he has downloaded!,"Love, Love, Love"
5,Was looking for a tablet to run my remote music server with from my easy chair. My first tablet I bought at about the same price ran through the battery in an hour. Amazon product is much better for battery life and image quality is very nice.,Very pleased with tablet
5,This product is easy to use. Screen size is great. Would recommend to anyone.,great tablet for any age
5,I got it for my kid and she loves it. The amazon free time and prime well worth the money,It's great
5,"Best tablet around, cheaper than most and does just as much as other tablets. Great buy, it works perfect! Battery lasts a few days too.",Kindle Fire
5,She likes to read books and this is a fast and cheap way for her to do so,Kids gift for Xmas
5,It's a great buy. Just to read emails and go on the web,Great
5,Great Christmas gifts for the kids. Hours of fun and games.,Kids tablet
5,I purchased this tablet mostly for entertainment. I enjoy playing games and this tablet is great for that purpose. Also plan on using it for reading electronic books.,"Great Tablet, I use mostly for gaming"
5,Very nice quality product. East to set up and use.,Great Tablet
5,So much more screen size than previously kindles. Fast charging. Longer battery life.,Great size kindle
